Date;Price;Volume
2023-09-12;17.23;5179400
2023-09-13;17.81;3012600
2023-09-14;18.33;3078000
2023-09-15;18.22;6158000
2023-09-18;17.55;3694600
2023-09-19;17.52;2584200
2023-09-20;17.52;2129800
2023-09-21;17.02;2910700
2023-09-22;17.18;2100300
2023-09-25;17.67;2181200
2023-09-26;16.78;2726800
2023-09-27;17.15;1681300
2023-09-28;16.84;7431900
2023-09-29;16.46;3388600
2023-10-02;15.39;6087700
2023-10-03;14.6;4510300
2023-10-04;14.87;2586400
2023-10-05;14.71;1945100
2023-10-06;15.08;2458300
2023-10-09;15.4;2276300
2023-10-10;16.0;2915900
2023-10-11;15.82;2098200
2023-10-12;15.09;3180300
2023-10-13;14.92;1823300
2023-10-16;14.43;3508600
2023-10-17;14.12;3842400
2023-10-18;13.85;4045800
2023-10-19;13.16;5808000
2023-10-20;13.44;3657600
2023-10-23;13.44;2785500
2023-10-24;14.04;3738300
2023-10-25;13.71;1967300
2023-10-26;13.5;2036400
2023-10-27;13.12;2481700
2023-10-30;12.8;3475900
2023-10-31;13.77;4574600
2023-11-01;13.01;3430100
2023-11-02;13.64;3566600
2023-11-03;13.87;2963100
2023-11-06;13.53;2164400
2023-11-07;13.64;2354400
2023-11-08;13.28;1705600
2023-11-09;12.7;2750100
2023-11-10;12.54;3872400
2023-11-13;12.14;4318500
2023-11-14;12.9;5187500
2023-11-15;13.27;4121600
2023-11-16;12.53;3425800
2023-11-17;13.03;3414200
2023-11-20;12.8;2294900
2023-11-21;12.55;3710100
2023-11-22;12.29;2358800
2023-11-24;12.2;1232500
2023-11-27;11.91;3710600
2023-11-28;13.49;14192900
2023-11-29;16.25;61172800
2023-11-30;14.55;16537200
2023-12-01;15.3;13347300
2023-12-04;16.98;20098700
2023-12-05;14.91;14220100
2023-12-06;14.84;12691300
2023-12-07;16.36;19840700
2023-12-08;15.55;10375400
2023-12-11;15.07;4961200
2023-12-12;15.22;4210700
2023-12-13;16.69;9086900
2023-12-14;17.44;10750700
2023-12-15;17.26;7110100
2023-12-18;17.86;7352200
2023-12-19;17.72;5447100
2023-12-20;16.93;5553000
2023-12-21;16.98;3975300
2023-12-22;16.97;3325100
2023-12-26;17.36;3079600
2023-12-27;18.37;4800100
2023-12-28;18.07;3574800
2023-12-29;17.53;4524200
2024-01-02;16.67;4428000
2024-01-03;16.69;4193600
2024-01-04;16.36;2671500
2024-01-05;15.96;2615700
2024-01-08;15.79;3031100
2024-01-09;15.16;3105300
2024-01-10;15.73;3191700
2024-01-11;15.25;2992200
2024-01-12;14.75;2475500
2024-01-16;13.98;3581200
2024-01-17;14.08;2706200
2024-01-18;14.29;3906000
2024-01-19;14.51;2391500
2024-01-22;14.9;3606500
2024-01-23;14.18;3495300
2024-01-24;13.95;2513800
2024-01-25;14.52;3635900
2024-01-26;14.49;2288800
2024-01-29;14.78;2164200
2024-01-30;14.55;1652600
2024-01-31;14.23;2684700
2024-02-01;14.42;2220200
2024-02-02;14.73;2922600
2024-02-05;13.46;4361500
2024-02-06;14.1;3047800
2024-02-07;14.07;1947800
2024-02-08;14.35;1838300
2024-02-09;14.66;3575300
2024-02-12;14.73;2750100
2024-02-13;14.17;3788700
2024-02-14;14.41;2504400
2024-02-15;14.51;2400500
2024-02-16;14.12;2297200
2024-02-20;13.49;3784500
2024-02-21;13.41;1731300
2024-02-22;13.36;1817800
2024-02-23;13.51;2319700
2024-02-26;13.68;2278600
2024-02-27;14.21;2795500
2024-02-28;14.24;2440700
2024-02-29;14.27;2638700
2024-03-01;14.95;4890900
2024-03-04;15.22;4367600
2024-03-05;15.0;3152700
2024-03-06;15.26;3818100
2024-03-07;15.26;2111900
2024-03-08;14.65;3165700
2024-03-11;14.43;2111900
2024-03-12;14.72;2382600
2024-03-13;14.87;2898100
2024-03-14;14.63;2534200
2024-03-15;14.24;4476500
2024-03-18;13.91;3490800
2024-03-19;13.41;3894700
2024-03-20;13.48;3921300
2024-03-21;13.66;3382800
2024-03-22;13.1;4400000
2024-03-25;15.12;10416300
2024-03-26;15.5;17245800
2024-03-27;13.17;17871300
2024-03-28;12.52;8473500
2024-04-01;11.99;9207100
2024-04-02;11.28;6327700
2024-04-03;11.38;4331500
2024-04-04;11.53;4347000
2024-04-05;11.25;4750800
2024-04-08;10.83;3659100
2024-04-09;11.01;3514400
2024-04-10;10.85;3546200
2024-04-11;11.29;3802100
2024-04-12;10.77;3196300
2024-04-15;10.06;5086300
2024-04-16;10.37;4162100
2024-04-17;10.3;2096700
2024-04-18;10.31;2175400
2024-04-19;10.42;2455100
2024-04-22;10.01;3261000
2024-04-23;10.16;2511800
2024-04-24;10.93;4829600
2024-04-25;11.21;4903800
2024-04-26;11.9;7685100
2024-04-29;11.29;3821500
2024-04-30;11.09;2866500
2024-05-01;10.91;2653200
2024-05-02;12.76;8654800
2024-05-03;16.47;36292400
2024-05-06;16.31;48018700
2024-05-07;16.31;24308600
2024-05-08;15.92;24775100
2024-05-09;18.01;25759300
2024-05-10;17.46;36831900
2024-05-13;30.45;187241700
2024-05-14;48.75;206979100
2024-05-15;39.55;131790100
2024-05-16;27.67;76177600
2024-05-17;22.21;96079600
2024-05-20;23.14;55261600
2024-05-21;22.12;49250100
2024-05-22;21.12;43521400
2024-05-23;18.32;30561100
2024-05-24;19.0;41886700
2024-05-28;23.78;105077600
2024-05-29;21.24;26921200
2024-05-30;22.61;24508800
2024-05-31;23.14;22174300
2024-06-03;28.0;165808300
2024-06-04;26.5;51662100
2024-06-05;31.57;73156400
2024-06-06;46.55;206685800
2024-06-07;28.22;279054400
2024-06-10;24.83;131572400
2024-06-11;30.49;146914700
2024-06-12;25.46;147986700
2024-06-13;29.12;107306600
2024-06-14;28.7;82874400
2024-06-17;25.22;90351900
2024-06-18;24.7;38079200
2024-06-20;25.59;36029300
2024-06-21;23.93;28004000
2024-06-24;23.65;22162900
2024-06-25;24.93;27625600
2024-06-26;24.2;17903000
2024-06-27;25.09;34867000
2024-06-28;24.69;20212000
2024-07-01;23.33;30689000
2024-07-02;23.98;13703500
2024-07-03;24.37;11829500
2024-07-05;24.18;11782100
2024-07-08;24.45;11815500
2024-07-09;24.6;9419800
2024-07-10;24.97;22325400
2024-07-11;25.57;13032700
2024-07-12;26.05;16238900
2024-07-15;27.0;17136400
2024-07-16;28.54;25594500
2024-07-17;27.98;23775000
2024-07-18;25.88;16969700
2024-07-19;24.97;12763300
2024-07-22;25.22;14090400
2024-07-23;25.5;7921700
2024-07-24;24.01;9549200
2024-07-25;23.95;8567700
2024-07-26;24.13;6833900
2024-07-29;23.6;7250200
2024-07-30;22.4;9272400
2024-07-31;22.67;8005800
2024-08-01;21.71;9334400
2024-08-02;21.07;9030000
2024-08-05;20.65;12205900
2024-08-06;21.28;6505300
2024-08-07;20.83;6101100
2024-08-08;21.75;5439700
2024-08-09;21.93;4828900
2024-08-12;21.88;4449100
2024-08-13;22.27;3913700
2024-08-14;21.99;3489400
2024-08-15;22.53;5361400
2024-08-16;22.4;3641800
2024-08-19;22.66;4543500
2024-08-20;22.28;3570300
2024-08-21;22.55;3163200
2024-08-22;22.12;3382500
2024-08-23;22.21;4056700
2024-08-26;21.36;4780500
2024-08-27;20.74;4118800
2024-08-28;19.9;5219500
2024-08-29;21.51;10428400
2024-08-30;23.42;15680700
2024-09-03;23.14;11350500
2024-09-04;22.12;6700900
2024-09-05;22.39;5101200
2024-09-06;23.92;23884000
2024-09-09;24.25;14064700
2024-09-10;23.45;19175500
2024-09-11;20.64;28921500
2024-09-12;20.4;9567500
2024-09-13;20.65;8053700
2024-09-16;20.09;5981200
2024-09-17;20.16;6307600
2024-09-18;19.65;10728200
2024-09-19;19.51;8902600
2024-09-20;21.85;61919200
2024-09-23;22.31;13969500
2024-09-24;22.63;12121400
2024-09-25;22.18;6139700
2024-09-26;22.29;5777500
2024-09-27;22.48;7416500
2024-09-30;22.93;10161700
2024-10-01;21.97;7189200
2024-10-02;21.49;5673100
2024-10-03;21.2;4665800
2024-10-04;21.4;5286200
2024-10-07;20.9;5988000
2024-10-08;20.71;4840500
2024-10-09;20.5;3914000
2024-10-10;20.91;4180800
2024-10-11;20.83;3931600
2024-10-14;21.33;6636600
2024-10-15;21.27;4851900
2024-10-16;21.66;4264600
2024-10-17;21.41;3015300
2024-10-18;21.22;5302200
2024-10-21;20.7;3956500
2024-10-22;20.93;3232300
2024-10-23;20.54;2945000
2024-10-24;20.63;2682300
2024-10-25;20.57;5989000
2024-10-28;22.73;13641200
2024-10-29;22.68;10078100
2024-10-30;23.28;12383600
2024-10-31;22.18;5594500
2024-11-01;22.41;4744500
2024-11-04;22.33;4300200
2024-11-05;22.99;5858400
2024-11-06;23.1;6648000
2024-11-07;23.45;5554400
2024-11-08;24.88;15908600
2024-11-11;27.26;26633000
2024-11-12;26.84;18972700
2024-11-13;26.46;18490300
2024-11-14;27.37;16502000
2024-11-15;26.59;16451800
2024-11-18;26.44;8541600
2024-11-19;27.57;8698600
2024-11-20;28.45;22089700
2024-11-21;27.82;10587200
2024-11-22;27.9;7975700
2024-11-25;29.67;13090400
2024-11-26;30.33;24657300
2024-11-27;30.89;12895100
2024-11-29;29.05;10473700
2024-12-02;27.27;13576600
2024-12-03;27.44;6009900
2024-12-04;27.03;6387500
2024-12-05;28.63;40704900
2024-12-06;29.06;15161400
2024-12-09;27.93;11495400
2024-12-10;26.93;18209400
2024-12-11;28.97;20485000
2024-12-12;28.75;8855700
2024-12-13;27.99;6581600
2024-12-16;29.44;8700000
2024-12-17;31.26;19948100
2024-12-18;28.55;13947300
2024-12-19;29.0;10338200
2024-12-20;29.82;19606700
2024-12-23;30.9;8226500
2024-12-24;31.14;5523500
2024-12-26;32.99;20432900
2024-12-27;32.2;10141700
2024-12-30;32.01;9593100
2024-12-31;31.34;7395300
2025-01-02;30.66;7979700
2025-01-03;31.65;7461800
2025-01-06;32.82;12609400
2025-01-07;33.37;13360700
2025-01-08;32.96;6320000
2025-01-10;32.31;7068200
2025-01-13;31.02;5567000
2025-01-14;27.88;11796600
2025-01-15;27.96;6025400
2025-01-16;27.72;4432000
2025-01-17;27.51;8977500
2025-01-21;27.47;5867800
2025-01-22;27.65;5025400
2025-01-23;28.33;8828200
2025-01-24;27.77;4511600
2025-01-27;26.97;5060300
2025-01-28;27.46;3169900
2025-01-29;27.51;3220400
2025-01-30;27.99;3343900
2025-01-31;26.9;4544000
2025-02-03;25.89;5740500
2025-02-04;25.9;3353700
2025-02-05;24.93;4580200
2025-02-06;24.8;4349500
2025-02-07;24.73;3403300
2025-02-10;27.12;9694700
2025-02-11;26.56;7042700
2025-02-12;25.99;3999200
2025-02-13;26.34;8255300
2025-02-14;27.0;12142600
2025-02-18;26.97;5337800
2025-02-19;26.0;4382100
2025-02-20;27.04;7735200
2025-02-21;26.42;6130900
2025-02-24;25.0;5980000
2025-02-25;24.42;6551500
2025-02-26;24.61;3272500
2025-02-27;24.48;4590000
2025-02-28;25.04;4137100
2025-03-03;24.4;4291000
2025-03-04;24.3;5068700
2025-03-05;25.07;3282500
2025-03-06;24.2;3421400
2025-03-07;24.0;3464000
2025-03-10;22.42;6226900
2025-03-11;22.61;4226900
2025-03-12;21.99;3718200
2025-03-13;21.95;3829800
2025-03-14;23.05;3960500
2025-03-17;23.5;2899100
2025-03-18;23.3;2155800
2025-03-19;23.71;3032300
2025-03-20;23.51;1998200
2025-03-21;24.75;6893900
